,sentence,label,split
948,skill new thing,0,train
949,industry,0,train
950,improve skill efficiency,0,train
951,company experience,0,train
952,adaptability flexibility,0,train
953,programming,0,train
954,html css javascript,1,train
955,c java sql,1,train
956,coder researcher,0,train
957,search datum,0,train
958,code datum,0,train
959,spend management,1,train
960,dinhcong@passerelle,0,train
961,numeriquesorg,0,train
962,passerellesnumerique vietnam,0,train
963,danavtc,0,train
964,diploma information technology,1,train
965,2nd year student,0,train
966,web project restaurant management,1,train
967,jan 2021 feb 2021,0,train
968,construct structural property presentation,1,train
969,design interface restaurant menu,0,train
970,design detail dish,0,train
971,create review product,0,train
972,design contact restaurant,0,train
973,team leader,0,train
974,library management,1,train
975,construct structural property library management,1,train
976,draw use case,0,train
977,develop feature,0,train
978,database project library management,1,train
979,aug 2020 sep 2020,0,train
980,analyze datum,0,train
981,design table accord 3nf standard,0,train
982,create relationship table,0,train
983,write query,1,train
984,manage member work,1,train
985,january 24 2000,0,train
986,truonghongngan24121999@gmailcom,0,train
987,9 chu van street dong phu,0,train
988,town que son district quang nam,0,train
989,province vietnam,0,train
990,meticulous reliable honest,0,train
991,patient responsible person,0,train
992,try good complete task,0,train
993,basic knowledge,0,train
994,challenge order grow,0,train
995,improve information technology,0,train
996,truong hong ngan,0,train
997,2018 present duy tan university,0,train
998,gpa 365/40,0,train
999,python java c matlab html,1,train
1000,database sql server mysql microsoft access,1,train
1001,editor visual studio code jupyter notebook,1,train
1002,concept ooa uml,0,train
1003,office word excel powerpoint,1,train
1004,organization,1,train
1005,20182019 award certificate merit,0,train
1006,excellent student duy tan university provost,0,train
1007,20192020 award certificate merit good,0,train
1008,student duy tan university provost,0,train
1009,solve puzzle,0,train
1010,play volleyball badminton,0,train
1011,socialize friend,0,train
1012,available request,0,train
1013,tran phu,0,train
1014,date birth 20/12/,0,train
1015,tranphu62@gmailcom,0,train
1016,hoa hai st ngu hanh son,0,train
1017,dist da nang city,0,train
1018,work japanese company,1,train
1019,2 year realize ecommerce,0,train
1020,important development,0,train
1021,people society come,0,train
1022,job,0,train
1023,good staff,0,train
1024,fresher php position,1,train
1025,develop skill development,1,train
1026,company want prove,0,train
1027,money hope stable,0,train
1028,improve youtube,0,train
1029,speak,0,train
1030,improve,0,train
1031,logical think,0,train
1032,problem solve,0,train
1033,ability work pressure,0,train
1034,time management skill,1,train
1035,teamwork collaboration,1,train
1036,agricultural university,0,train
1037,specialization soil science,0,train
1038,certificate professional programming php,1,train
1039,iviettech december 2020,0,train
1040,rank good gpa 85/10,0,train
1041,php develop application,1,train
1042,require database,0,train
1043,phpmyadmin work mysql,1,train
1044,develop php application datum,1,train
1045,store datum mysql database,1,train
1046,use mvc pattern structure organize,0,train
1047,analyze design database,0,train
1048,work scrum model,1,train
1049,experience ooad uml,1,train
1050,develop project laravel framework,1,train
1051,develop project magento 2,1,train
1052,ecommerce sell clothe online,0,train
1053,source code https//githubcom,0,train
1054,quangit,0,train
1055,complete training course ojt magento 2,1,train
1056,film,0,train
1057,le phuoc hoang,0,train
1058,lephuochoang98tcv@gmailcom,0,train
1059,https//wwwlinkedincom,0,train
1060,sociable quick learn hope quickly integrate work try well complete,0,train
1061,assign task order gain experience,0,train
1062,august 2017 present,0,train
1063,skill summary,0,train
1064,danang university technology,1,train
1065,4th year student,0,train
1066,language,0,train
1067,html css javascript java c,1,train
1068,framework,0,train
1069,reactjs redux,1,train
1070,develop tool,1,train
1071,git,0,train
1072,college project,0,train
1073,online sale website,0,train
1074,ui,0,train
1075,optimize code,0,train
1076,database mongodb,1,train
1077,backend nodejs,1,train
1078,frontend handlebar html css js,1,train
1079,develop tool git,1,train
1080,simple buy sell coffee website https//cafewebsiteherokuappcom/,0,train
1081,try fulltimeemployee company 23 month senior,0,train
1082,frontend developer 3 year,0,train
1083,september 2013 july 2017,0,train
1084,hue university science,1,train
1085,gpa 36/4,0,train
1086,doan ngoc thong,0,train
1087,frontend developer intern,0,train
1088,december 2020 july 2021,0,train
1089,iviettech da nang major frontend developer,0,train
1090,january 2014 2017,0,train
1091,history research club social work club president,1,train
1092,organize monthly event,0,train
1093,share hunt scholarship,0,train
1094,aprill 23 1994,0,train
1095,ngocthong494@gmailcom,0,train
1096,quang nam vietnam,0,train
1097,hc3b4ngc491oc3a0nng,0,train
1098,e1bb8dc8372741b0/,0,train
1099,english read write listen speak,1,train
1100,html intermediate,1,train
1101,css intermediate,1,train
1102,sass basic,0,train
1103,git basic,0,train
1104,psd html css basic,1,train
1105,bootstrap 4 basic,1,train
1106,javascript intermediate,1,train
1107,jquery basic,1,train
1108,react js basic,0,train
1109,duong quang tra,0,train
1110,fresher frontend,0,train
1111,background,0,train
1112,field study information technology 2016 2020,1,train
1113,quy nhon university,0,train
1114,major software technology,1,train
1115,position intern 2/2020 5/2020,0,train
1116,practice java web technology jsp,1,train
1117,servlet spring mvc,0,train
1118,vegetable,0,train
1119,mock project website manage sale fresh fruit,1,train
1120,quangtra72@gmailcom,0,train
1121,tien cam tien phuoc quang nam,0,train
1122,https//wwwfbcom,0,train
1123,iviettech center,0,train
1124,new graduate student major software,1,train
1125,engineer desire participate,0,train
1126,react js,0,train
1127,learn practical experience field,0,train
1128,frontend programming,0,train
1129,strive official employee,0,train
1130,contribute development company,0,train
1131,basic english communication,1,train
1132,independent teamwork work skill,1,train
1133,position student 5 month,0,train
1134,frontend training course center,0,train
1135,training content html css java script bootstrap jquery,1,train
1136,support system book film ticket,0,train
1137,system help user book movie ticket pay,0,train
1138,relate service internet,0,train
1139,java html css,1,train
1140,link,0,train
1141,line,0,train
1142,sale manager,0,train
1143,support user buy fresh fruit vegetable online,0,train
1144,html css java script,1,train
1145,java script,1,train
1146,english b1 2019,0,train
1147,code passionate,0,train
1148,learn new technology,0,train
1149,play musical instrument,0,train
1150,play soccer badminton,0,train
1151,desire work dynamic professional environment,0,train
1152,challenge oneself improve knowledge professional,0,train
1153,maximum effort successfully complete assign,0,train
1154,task contribute build personal career contribute,0,train
1155,o place birth hong thuy commune le thuy district quang binh province,0,train
1156,tran thi thu hoai,0,train
1157,general information,0,train
1158,o organize teamwork,1,train
1159,o time management organization skill,1,train
1160,programming basic knowledge c c c java javascript,1,train
1161,web design html php,1,train
1162,database sql sql server mysql,1,train
1163,personal detail,0,train
1164,home address,0,train
1165,phone number,0,train
1166,personal email,0,train
1167,position apply,0,train
1168,career summary,0,train
1169,10/2017 present,0,train
1170,professional experience,0,train
1171,project information,0,train
1172,le van gian,0,train
1173,binh hai binh son quang ngai,0,train
1174,legianbb@gmailcom,0,train
1175,php developer,1,train
1176,tma solution,0,train
1177,stack php developer,1,train
1178,project zenrin,0,train
1179,project description system view traffic book car japan customer,0,train
1180,php framework japan customer,1,train
1181,role developer,0,train
1182,number member 15,0,train
1183,code api base dd detail design customer,1,train
1184,project tvt,0,train
1185,project description system manager onsite employee tma solution,0,train
1186,php laravel framework,1,train
1187,number member 5,0,train
1188,duty,0,train
1189,code feature project,0,train
1190,project pap,0,train
1191,project description web social network,1,train
